,Olfr,PC1 (1.41%),PC2 (1.11%),rtp_ko,new_cluster,zone,identity,stress_score,DL_OR,Class
973,Olfr747,2.735866667550886,-3.0498108028384494,,,,,,Or11h4b,11
974,Olfr748,-1.834696648345967,2.58505201958639,oOR,3.0,1,Low Stress,-0.7042899286769047,Or11h23,11
975,Olfr749,1.227396557556642,-2.0210571817966163,uOR,3.0,1,Low Stress,-1.0096380079751537,Or11h4,11
976,Olfr750,6.120832686926299,-9.472277656441031,,3.0,2,Low Stress,-0.3120383428777408,Or6s1,6
977,Olfr76,5.253634110605094,-6.384836722273751,,5.0,2,Low Stress,-1.5153129980188311,Or5a1,5
978,Olfr761,7.288497481751747,-4.162662014764525,,3.0,4,Low Stress,-1.1152196454818308,Or14j8,14
979,Olfr763,6.924762483953302,5.10716901058141,uOR,3.0,1,Low Stress,-0.3462175910271747,Or10p21,10
980,Olfr764-ps1,-4.734467243569621,6.660027921911831,,4.0,,High Stress,0.16084963510088,,
981,Olfr765,-5.145262359632822,-6.400664590135661,uOR,4.0,2.5,Low Stress,-0.1565151402098739,Olfr765,None
982,Olfr766-ps1,-5.678933334549583,6.839384493599367,,4.0,,High Stress,1.079395908429846,,
983,Olfr767,-3.484803407448806,-8.525618494891585,,4.0,2,Low Stress,-0.0602394294879215,Or6c8,6
984,Olfr768,-10.370741677584268,-0.630036949818391,uOR,4.0,1.5,High Stress,1.077046166123495,Or6c38,6
985,Olfr769,6.485333974631925,5.186969496832409,oOR,4.0,2,High Stress,0.6503677915740101,Or6c2b,6
986,Olfr77,-2.0563500945115005,0.2440100305050422,uOR,6.0,1,High Stress,2.2005833970434767,Or7d10,7
987,Olfr770,2.794530884734115,8.458256752514453,,4.0,2,High Stress,0.2379192382848654,Or6c201,6
988,Olfr771,3.5853303575398536,2.649518017286585,,4.0,3,Low Stress,-2.3764140531089986,Or6c202,6
989,Olfr772,-2.770913849030376,8.065526761119994,uOR,4.0,2.5,High Stress,0.9248111334746087,Or6c203,6
990,Olfr773,-1.6921940549297294,7.650585275568408,,4.0,2.5,Low Stress,-2.1702315403886208,Or6c204,6
991,Olfr774,-2.20836043817635,8.986729863446522,,4.0,3.5,Low Stress,-0.1473208488054512,Or6c5,6
992,Olfr775,-11.716199766685786,-1.0743304224777035,,4.0,2.5,Low Stress,-0.5144867411631862,Or6c205,6
993,Olfr776,-11.716199766685786,-1.0743304224777035,,4.0,3,Low Stress,-2.553202899027407,Or6c206,6
994,Olfr777,-5.237915803406019,-2.937868709612997,,4.0,3,High Stress,0.0951490250890558,Or6c207,6
995,Olfr780,-3.563059615543543,7.15931971349111,,4.0,2,High Stress,1.6856374444297677,Or6c68,6
996,Olfr781,-3.80621316394672,5.409889431335416,oOR,4.0,2,High Stress,2.783096476301179,Or6c35,6
997,Olfr782,-6.923100099823939,-4.494601476543414,,4.0,1.5,High Stress,1.819373534668139,Or6c6,6
998,Olfr784,-10.246305766949853,2.0399806702075667,,4.0,2,Low Stress,-0.1070644110114795,Or6c208,6
999,Olfr785,1.2543792438774648,7.681781760919106,,4.0,,Low Stress,-0.2364845296467532,Or6c5b,6
1000,Olfr786,-8.447588427259774,0.2215125343116546,uOR,4.0,2,Low Stress,-1.6845982413497618,Or6c1b,6
1001,Olfr787,-4.102667093302514,5.133556988859206,uOR,4.0,3,Low Stress,-1.1547236153001927,Or6c5c,6
1002,Olfr788,-7.78601999266773,-2.194388789165545,uOR,4.0,3,Low Stress,-1.5146210195009189,Or6c3,6
1003,Olfr789,-1.0360942372350008,9.475308652961234,,4.0,,Low Stress,-1.2349483887458217,Or6c7,6
1004,Olfr790,-8.632259022254264,-2.1573508835046447,oOR,4.0,2,Low Stress,-1.1906715926013374,Or6c75,6
1005,Olfr791,2.155659502792474,11.923664486108384,uOR,4.0,1.5,High Stress,0.778230880088123,Or6c2,6
1006,Olfr792,-9.649765222716145,-1.3599385978124892,uOR,4.0,1,High Stress,1.2374615210220368,Or6c66b,6
1007,Olfr794,-3.0811304088140083,8.995779607754038,oOR,4.0,2,High Stress,0.627736481872388,Or6c88,6
1008,Olfr796,-4.8355733191118695,-3.148864549905721,uOR,3.0,3,Low Stress,-0.023963322533615,Or10p1,10
1009,Olfr798,-9.649765222716145,-1.3599385978124892,oOR,4.0,1.5,High Stress,0.8966103674285361,Or6c66,6
1010,Olfr799,-9.874557726376985,-0.7645266212754425,oOR,4.0,2,Low Stress,-0.2243357355113496,Or6c209,6
1011,Olfr8,-8.614313383184149,-1.4243681441623963,uOR,6.0,3.5,High Stress,1.2853300839173796,Or7a42,7
1012,Olfr800,-5.237915803406019,-2.937868709612997,oOR,4.0,2,Low Stress,-0.3024317613914101,Or6c210,6
1013,Olfr801,-10.824993644278129,-0.6813824761794129,uOR,,,,,Or6c211,6
1014,Olfr802,-7.592424353798667,3.6737926584092695,,4.0,2.5,Low Stress,-0.2260207138460123,Or6c1,6
1015,Olfr803,-6.739793198101487,3.963204775127152,,4.0,2,Low Stress,-0.7259426831623651,Or6c3b,6
1016,Olfr804,-6.923100099823939,-4.494601476543414,,4.0,2,Low Stress,-0.2570845347643432,Or6c6c,6
1017,Olfr805,-5.124608200894782,-0.7873595825442642,,4.0,3.5,Low Stress,-2.4633724927541527,Or6c212,6
1018,Olfr806,-9.67133035812888,-0.8452135994516069,oOR,4.0,3,Low Stress,-0.9896469455390589,Or6c213,6
1019,Olfr807,7.01724230702113,6.3404390269556,uOR,4.0,1,High Stress,2.2817465000061103,Or6c214,6
1020,Olfr808,9.645228335930698,1.4162620287578795,,4.0,1,High Stress,1.5544154466742064,Or6c65,6
1021,Olfr809,-4.563569053989586,-3.5226079345073544,uOR,4.0,1,High Stress,2.878303886799477,Or6c76,6
1022,Olfr810,6.043906147474036,3.818115245189608,oOR,4.0,1,High Stress,0.800347443731089,Or6c69b,6
1023,Olfr811,-5.124608200894782,-0.7873595825442642,,4.0,1,High Stress,0.8452817434177443,Or6c215,6
1024,Olfr812,-6.020053645661264,5.964970101505173,oOR,4.0,1,High Stress,2.088537558214913,Or6c216,6
1025,Olfr813,-1.6421983306441157,-10.064481034183302,uOR,4.0,1,High Stress,1.676361920834747,Or6c76b,6
1026,Olfr814,-3.929716277609727,5.226696287306452,,4.0,1,High Stress,0.5073869294695601,Or6c70,6
1027,Olfr815,-6.020053645661264,5.964970101505173,uOR,4.0,1,High Stress,2.457955698350831,Or6c217,6
1028,Olfr816,8.383979481753817,9.589703545429172,,4.0,1,High Stress,2.032653330040934,Or6c69,6
1029,Olfr818,7.602124598778483,-2.943564426034972,uOR,4.0,2,Low Stress,-0.0850903550505269,Or6c219,6
1030,Olfr819,10.67719721852692,-0.2188933661820112,uOR,3.0,1,High Stress,3.996889332667677,Or10u4,10
1031,Olfr820,2.799612674708069,4.207004280617594,uOR,4.0,3,Low Stress,-0.2551707234912905,Or6c33,6
1032,Olfr821,-10.477114322570849,-1.179564035615437,,4.0,1.5,Low Stress,-0.0993531648478206,Or6c74,6
1033,Olfr822,8.383979481753817,9.589703545429172,,4.0,1,High Stress,1.2060563322827835,Or6c69c,6
1034,Olfr823,8.515446419810742,3.8178045919666017,,5.0,2,High Stress,1.675901142167323,Or9r3,9
1035,Olfr824,3.4370992183615034,3.804379414497792,uOR,5.0,2.5,Low Stress,-1.182404485706155,Or9r7,9
1036,Olfr825,0.2597034125164062,3.7983704207023226,uOR,5.0,2,High Stress,1.7252535117585963,Or9k2,9
1037,Olfr826,0.2597034125164062,3.7983704207023226,uOR,5.0,1.5,High Stress,2.918905520929977,Or9k2b,9
1038,Olfr827,10.76080981506336,3.739838371404889,uOR,5.0,2,High Stress,2.754319838274278,Or9k7,9
1039,Olfr828,-9.91177365356692,1.921343272242401,uOR,6.0,2,High Stress,1.7341594605398862,Or7g16,7
1040,Olfr829,-1.4732838705873503,0.0063300619875736,,6.0,2.5,High Stress,4.089332196529197,Or7g17,7
1041,Olfr830,-2.5865498837559926,0.6223942571125802,,6.0,,High Stress,4.771067819459264,Or7g18,7
1042,Olfr832,-1.9452210969982984,-0.2533807562211111,,6.0,,High Stress,2.396374253272125,Or7g19,7
1043,Olfr834,-1.9452210969982984,-0.2533807562211111,,6.0,,High Stress,1.2662329786314137,Or7g12,7
1044,Olfr835,-6.133805504086167,0.6875366820343864,uOR,6.0,2,High Stress,1.6120239743790663,Or7g20,7
1045,Olfr836,-2.204076153260924,0.2661567448053921,uOR,6.0,2.5,High Stress,2.558114648148284,Or7g21,7
1046,Olfr837,-4.37514289266033,-0.1784869860237665,,6.0,,High Stress,4.501513078951888,Or7g22,7
1047,Olfr839-ps1,-7.473067469260516,-1.354395523459478,,6.0,,High Stress,0.0828029481645231,,
1048,Olfr843,-6.581924775714565,-1.3814805800146046,uOR,6.0,2,High Stress,1.1449289405233587,Or7g25,7
1049,Olfr844,0.4185951583863622,-1.028689969883606,uOR,6.0,,High Stress,5.670763343935485,,
1050,Olfr845,-3.306082461799003,-1.0220647197458728,uOR,6.0,2,High Stress,3.801672781732059,Or7g27,7
1051,Olfr846,-7.903708249305542,0.7498778249285234,uOR,6.0,1.5,High Stress,0.8289297208443765,Or7g28,7
1052,Olfr847,-3.144983086099703,2.944057057288181,uOR,6.0,1.5,High Stress,0.3992805448426326,Or7g29,7
1053,Olfr849,-5.143509872816495,4.979262659302093,uOR,6.0,2,High Stress,1.7107541125470294,Or7g30,7
1054,Olfr850,-2.326803726704917,2.44958539012829,,6.0,,High Stress,3.7916089917019313,Or7g32,7
1055,Olfr851,-2.9071880877970475,-4.913321069697695,uOR,6.0,2.5,High Stress,2.883305844392243,Olfr851,None
1056,Olfr853,-7.7023863859997075,1.9518048908943693,,6.0,2,Low Stress,-0.0148657616064432,Or7g33,7
1057,Olfr854,-5.418792761267036,0.068414092928582,,6.0,2,High Stress,6.879802069382057,Or7g34,7
1058,Olfr855,9.067575650306084,-1.6548180109553323,,6.0,2,High Stress,4.92035749405684,Or7g35,7
1059,Olfr857,-8.452525077148893,-0.7938259986415055,uOR,6.0,2.5,High Stress,5.268176762616839,Or7e166,7
1060,Olfr859,9.263993240041708,-6.358691845713275,,6.0,2,High Stress,3.052028267391135,Or7e168,7
1061,Olfr860,-6.426551593450895,-0.3824573793701841,uOR,6.0,2,High Stress,2.600110764276593,Or7e169,7
1062,Olfr862,1.3614269767323477,4.205075204277271,,6.0,,High Stress,2.272684344131088,Or7e170,7
1063,Olfr866,-1.169599175799498,4.714385941342206,,6.0,,High Stress,4.864559174451784,Or7e173,7
1064,Olfr867,-8.126131021676436,2.335132949309984,uOR,6.0,2,High Stress,1.524295413037544,Or7d11,7
1065,Olfr868,-3.227688830781206,1.188784825359972,uOR,6.0,3,High Stress,1.90735073760776,Or7e174,7
1066,Olfr869,-6.797411391287269,0.6359242080715427,uOR,6.0,2.5,High Stress,1.9815022940016256,Or7e175,7
1067,Olfr870,-1.6286804068271008,-0.1093257035009121,uOR,6.0,2,High Stress,1.9502323536466373,Or8b12i,8
1068,Olfr871,-2.1309758862412167,0.0942419365957691,,6.0,2,High Stress,3.423593502732252,Or7h8,7
1069,Olfr872,-2.079392758539116,-0.0405343960630431,uOR,6.0,2,High Stress,2.823224454892224,Or7e176,7
1070,Olfr873,6.096374142952264,3.043884284251726,oOR,6.0,2,High Stress,0.9708422657597556,Or7e177,7
1071,Olfr874,11.443762704850826,-4.561527352600868,uOR,4.0,1,High Stress,2.015868184160657,Or8b12,8
1072,Olfr875,10.208735906951077,3.2298266351222487,,4.0,1,High Stress,1.1874341686314638,Or8b12b,8
1073,Olfr876,0.0435620611069512,3.5463314354654933,,4.0,1,High Stress,1.4382145139968778,Or8b12c,8
1074,Olfr877,1.3445012699994945,-4.803164365532553,,4.0,1,High Stress,2.578184901196317,Or8b9,8
1075,Olfr878,11.32426400963734,1.5255743554014778,uOR,4.0,1,High Stress,1.9931502309538045,Or8b4,8
1076,Olfr881,-0.4645314958435926,-9.617969917241874,uOR,4.0,1,High Stress,3.916369429068293,Or8b35,8
1077,Olfr883,-5.154285576594768,-6.017539014425823,,4.0,,High Stress,3.541568346780571,Or8b36,8
1078,Olfr884,-6.397751493500311,-4.955889213106344,uOR,4.0,1,High Stress,3.389019462282887,Or8b37,8
1079,Olfr885,-4.483282280880012,-5.684463511943265,,4.0,1,High Stress,2.7855510572357285,Or8b38,8
1080,Olfr887,-10.099885296395362,-0.8137416792441817,uOR,4.0,2.5,High Stress,0.5631915760241254,Or8b39,8
1081,Olfr888,-5.893322170686553,-4.070438755936858,,4.0,1.5,High Stress,2.256934017865416,Or8b101,8
1082,Olfr889,-9.865300601681431,0.1889848834403357,,4.0,2,High Stress,0.4681356966121149,Or8b40,8
1083,Olfr890,-10.370867442421536,-1.3813125773603374,uOR,4.0,2,High Stress,2.2255985931355866,Or8b41,8
1084,Olfr891,-4.830755664930387,0.233082707242135,,4.0,,,,Or8c13,8
1085,Olfr893,-8.873007433469995,-0.6501302315254079,,4.0,1.5,High Stress,0.5765603140274199,Or8c15,8
1086,Olfr894,-11.272272427712506,2.238476983475429,uOR,4.0,1.5,High Stress,3.737362285974825,Or8c16,8
1087,Olfr895,-11.646099563093143,0.6838328513937119,,4.0,1.5,High Stress,1.1965212532465357,Or8c17,8
1088,Olfr896-ps1,-10.03338496629688,0.6064269930892855,,4.0,,High Stress,1.9595757129947071,,
1089,Olfr898,-2.237818444178837,8.671314574373485,uOR,4.0,2.5,High Stress,0.932165793499422,Or8c20,8
1090,Olfr9,5.516625832786834,8.356302084482193,,3.0,1,High Stress,0.063834386894807,Or10p22,10
1091,Olfr90,-1.172655001415832,-8.459584912597037,,3.0,2,Low Stress,-0.1828406503279814,Or2h2,2
1092,Olfr901,-6.467733552342342,-2.393592887236019,oOR,4.0,2,High Stress,2.2623070410516943,Or8b42,8
1093,Olfr902,-6.932964576465141,-2.2651457593696627,,4.0,1.5,High Stress,2.012278168120232,Or8b43,8
1094,Olfr904,1.0725101813528952,-9.529875545165345,,4.0,1,High Stress,2.033318394620085,Or8b1b,8
1095,Olfr905,-1.2764879534658864,-7.082447803942731,,4.0,1,High Stress,0.742633937332518,Or8b1c,8
1096,Olfr906,5.51204094378374,-9.739021070383275,,4.0,1.5,High Stress,0.6346577224194155,Or8b1,8
1097,Olfr907,0.0251287335232505,-8.44237471459926,oOR,4.0,2.5,High Stress,1.2256472718330351,Or8b44,8
1098,Olfr91,-2.9289529652715927,-7.66133367334615,uOR,3.0,2,High Stress,0.9825760595107768,Or2h1,2
1099,Olfr910,-0.684624717170805,-6.477676648360415,uOR,4.0,2,High Stress,1.822387028621281,Or8b46,8
1100,Olfr911-ps1,-5.254159315024955,0.6661353496365073,,4.0,2,High Stress,1.187811029921748,,
1101,Olfr912,-1.2033641323597448,-6.782033497444307,uOR,4.0,3,High Stress,2.263060040883373,Or8b48,8
1102,Olfr913,-4.841330497067342,1.7180390333387956,uOR,4.0,3,High Stress,1.7273503026794106,Or8b49,8
1103,Olfr914,-2.358248176034683,-5.543299511020847,,4.0,3,High Stress,0.0732585155964566,Or8b50,8
1104,Olfr916,2.1493789275289505,-3.658751965353374,uOR,4.0,1,High Stress,2.487574944165488,Or8b51,8
1105,Olfr917,2.5152199287739525,-9.297505538071634,,4.0,1,High Stress,2.585748020705411,Or8b52,8
1106,Olfr918,3.313201961285034,-12.232901504575128,uOR,4.0,1,High Stress,3.023028032653764,Or8b3b,8
1107,Olfr919,0.7810872234837807,11.829632587359198,uOR,4.0,1,High Stress,1.0650528389182126,Or8g51,8
1108,Olfr92,-6.731540515309216,-4.050838572766937,oOR,3.0,2.5,High Stress,1.5756390826328248,Or2h2c,2
1109,Olfr920,1.990881542198312,-8.91381670160655,uOR,4.0,2.5,Low Stress,-0.0324603682143047,Or8b53,8
1110,Olfr921,-3.625749942424928,-6.953887355427521,uOR,4.0,3.5,High Stress,0.0331023603605031,Or8b54,8
1111,Olfr922,-6.855806701256169,-5.513176116600487,uOR,4.0,1,High Stress,0.15335884508326,Or8b55,8
1112,Olfr923,-6.245662711332037,-7.234516142501494,uOR,4.0,1,High Stress,1.513667035656742,Or8b56,8
1113,Olfr924,-3.948297464240591,-8.56505344340068,uOR,4.0,1,High Stress,1.0555026510910093,Or8d2,8
1114,Olfr926,-6.384676470356854,-5.133983339510059,,4.0,1,,,Or8d2b,8
1115,Olfr93,-7.223492091321424,-3.4885014150702305,uOR,,,,,Or2h1b,2
1116,Olfr930,-9.458104908104174,0.887150803537721,,4.0,1.5,High Stress,3.1309852320740474,Or8d23,8
1117,Olfr933,-7.445246203216903,3.531125259675205,uOR,4.0,1,High Stress,2.307175943137852,Or8d1b,8
1118,Olfr934,-4.605536715556961,-5.5367501275191,,3.0,1,High Stress,1.9538091290069204,Or10d1c,10
1119,Olfr935,-11.900499654740026,-0.0339814473309226,oOR,4.0,1,High Stress,4.3926695884585225,Or8g21,8
1120,Olfr937,-11.668290764002291,0.5307504933138375,uOR,4.0,1,High Stress,4.011568316021034,Or8g23,8
1121,Olfr938,0.5506932710301676,-9.007370674079034,uOR,4.0,,High Stress,5.037528076404426,Or8g24,8
1122,Olfr94,-2.0213107893169178,2.931756342573585,,3.0,2.5,Low Stress,-0.8829511700134072,Or2i1,2
1123,Olfr943,-9.66631198592151,1.029957351327906,uOR,4.0,2.5,High Stress,1.2440039558883569,Or8g26,8
1124,Olfr944,-4.320563150177336,5.059434323397237,,4.0,2,High Stress,3.2788001500345816,Or8g27,8
1125,Olfr945,-6.052609407244884,4.34581796954768,,4.0,,High Stress,3.961604400538001,Or8g28,8
1126,Olfr948,-10.752063131283556,0.9623747683263204,uOR,4.0,2,High Stress,4.759959693569239,Or8g30,8
1127,Olfr95,5.90250543303964,-3.300523605742628,uOR,3.0,2,High Stress,0.4636911671343613,Or10c1,10
1128,Olfr951,-6.358968614680027,4.249546438557328,,4.0,1.5,High Stress,4.220982095871381,Or8g32,8
1129,Olfr952,-2.4273210447198608,-5.300674926498776,,4.0,1.5,High Stress,0.2714413520760789,Or8g33,8
1130,Olfr954,-6.388708250585542,6.05735597584253,,4.0,1.5,High Stress,2.7787050818098327,Or8g34,8
1131,Olfr955,-4.916125095163109,-7.817303663478043,,4.0,1.5,High Stress,1.7932531620238767,Or8g35,8
1132,Olfr957,9.924492004863524,4.111104238481788,uOR,4.0,1,High Stress,3.346904403872081,Or8g36,8
1133,Olfr958,9.293087307045589,4.137281431074524,uOR,3.0,1,High Stress,2.596259467171943,Or10d3,10
1134,Olfr959,6.299821373969386,-0.583333411837412,oOR,3.0,1,High Stress,1.0956228463043396,Or10d1,10
1135,Olfr96,2.2955398847764217,-5.883603718643083,uOR,3.0,2.5,High Stress,2.43175286677068,Or11a4,11
1136,Olfr960,4.654157888456881,2.994208415501029,,3.0,1,High Stress,1.3881063362764128,Or10d4b,10
1137,Olfr961,6.891606839336527,0.6283432528200212,uOR,3.0,1,High Stress,1.7397940556319962,Or10d4c,10
1138,Olfr963,6.059787046710108,0.8531520901350068,uOR,3.0,1,High Stress,0.9837956989498982,Or10d4,10
1139,Olfr965,-9.789568288420725,-1.8152530801783413,uOR,4.0,1,High Stress,1.9188675118499543,Or8g52,8
1140,Olfr967,-5.444529294035363,-6.93285997170543,uOR,4.0,1,High Stress,0.3875399041021315,Or8g4,8
1141,Olfr968,-7.037678837564309,-2.305630047882174,oOR,4.0,1,High Stress,3.08899966093631,Or8g53,8
1142,Olfr969,-3.419972201005213,-7.056470095171536,uOR,4.0,1,High Stress,3.401990240592403,Or8g54,8
1143,Olfr97,5.236991694840547,-5.517773677992039,uOR,6.0,2,High Stress,0.6445042971676515,Or1o2,1
1144,Olfr970,-3.899294362387381,-8.39232288189788,oOR,4.0,1.5,High Stress,2.02331808027242,Or8g37,8
1145,Olfr971,1.4256663098165203,9.376947498826718,uOR,4.0,1,High Stress,3.8263314408684312,Or8g2b,8
1146,Olfr972,9.236590660594464,-6.711372801304165,,4.0,2,High Stress,4.551295603215857,Or8g55,8
1147,Olfr973,-11.524087395100253,0.9690147128117118,,,,,,,
1148,Olfr974,4.9243734742260505,5.530910765760915,uOR,4.0,2,High Stress,3.1628054298436585,Or8d6,8
1149,Olfr975,7.9009477244108925,2.750205998334625,,3.0,1,High Stress,0.1710620829675291,Or10d5,10
1150,Olfr976,6.235986514170116,-5.135188719716235,uOR,3.0,1,High Stress,0.8199557200649523,Or10d5j,10
1151,Olfr978,0.5564803817367651,-7.493826604037739,,3.0,1,High Stress,0.1231810148511992,Or10g7,10
1152,Olfr979,-2.3759854797691293,-6.488582641703788,,3.0,1,High Stress,0.1235068626661211,Or10g9,10
1153,Olfr98,0.7800897419306873,-5.373027947261064,,6.0,2.5,High Stress,1.5966564412269952,Or1o3,1
1154,Olfr980,-2.039696266053344,-4.794509610842496,,3.0,1,High Stress,0.5547749941515238,Or10g9b,10
1155,Olfr981,4.193145632603959,-11.06246878430002,uOR,3.0,1,High Stress,0.3891331159600258,Or10g6,10
1156,Olfr982,5.815861205477514,8.385887688765775,uOR,3.0,1,High Stress,0.4331375577299054,Or10s1,10
1157,Olfr983,-3.474812233965966,-7.581312028519789,,4.0,2,High Stress,1.0400980676528042,Or8b57,8
1158,Olfr984,-5.7733935418992255,-1.4285620926654654,uOR,2.0,3,Low Stress,-0.501706467879519,Or4d5,4
1159,Olfr985,4.938686857623804,-12.47036805850291,uOR,4.0,1.5,High Stress,1.251915355686882,Or8d4,8
1160,Olfr986,-4.258726364794647,-5.770964665689518,uOR,3.0,,Low Stress,-0.1823997810846445,Or6x1,6
1161,Olfr987,7.375053856410046,4.0896630694163845,oOR,5.0,1,High Stress,0.8224092424724108,Or5ak4,5
1162,Olfr988,9.776144407272964,2.5043729332655755,uOR,5.0,1,High Stress,1.881026917449808,Or5ak20,5
1163,Olfr99,4.138668064628696,-3.568033914008234,uOR,6.0,2,High Stress,2.294240437780368,Or1o4,1
1164,Olfr992,5.716929303190412,-8.749584774691739,uOR,5.0,1.5,High Stress,0.2028354552187447,Or5ak22,5
1165,Olfr993,6.61793751376846,0.053179133637419,,5.0,1,High Stress,1.231725357335084,Or5ak23,5
1166,Olfr994,6.8659097504999504,8.843013454565366,uOR,5.0,1,High Stress,1.6700971774023612,Or5ak24,5
1167,Olfr995,0.4737419211357293,10.042077671747334,,5.0,1,High Stress,1.046741607058196,Or5ak25,5
1168,Olfr996,4.078246806011118,-9.260788392016869,,5.0,2,High Stress,0.6660735676394702,Or5g27,5
1169,Olfr998,11.77103198217829,-6.057219902426456,,5.0,2,High Stress,5.844491766429326,Or5g29,5
